quarter,date,turn_number,speaker,text,word_count,speaker_type
2025Q2,July 15 2025,61,Erika Najarian,"Yes, for sure. And I think that's a big discussion point with investors in terms of talking about actually the EPS gains rather than just ROTCE improvement.

And the second question I had is you mentioned, and clearly, we saw it in the numbers, a late in the quarter pickup in activity levels. And I'm wondering as we think about sentiment and what this means for the second half, is it -- does activity levels pick up because it felt like we were taking extreme outcomes from tariff policy off the table? Is it the tax bill certainty? I guess I'm just wondering, has some of the issues that prevented activity levels, or really stunted it in April and early May, have those fully been taken out of your clients thinking as we think about the second half of the year and activity levels continuing from here?",147,Analyst
2025Q2,July 15 2025,62,Jamie Dimon,"Jeremy, you might want to -- I'll just answer your question by saying, honestly, we don't know. And you've seen how rapidly pipelines can grow and shrink. And so that lesson we've learned over and over, it may stay wide open for 1.5 years. Something may happen geopolitically that all of a sudden that pipeline slows a little bit. And so I'm always a little cautious to guess what that's going to be. But if it continues this way, yes, you're going to have really active markets.",87,CEO
2025Q2,July 15 2025,63,Jeremy Barnum,"Yes. And my version of that, Erika, I would be to say that you talked about certain of the tail risk getting taken completely off the table, and that's clearly not true, right? All the tail risks are all still there quite prominently. And in many cases, in the daily news flow, maybe at the margin, the tails are a little bit less fat right now.

I think it's also true that in terms of our -- what the things that we've said about our Investment Banking pipeline have been consistently quite cautious. And at a certain point, when you have the type of outperformance that you have this quarter, starts to make your cautiousness, seem less credible. So we wanted to take a hard look at ourselves and say, what do we really think. And it's like, yes, the sentiment is better. But as Jamie says, like that can change overnight, and there are a lot of risks.",159,CFO
2025Q2,July 15 2025,64,Jamie Dimon,"I do think that extending the tax bill for business to know what their taxes are going to be is a positive going forward. And that does reduce the risk that the bill didn't get done.

I also think when it comes to tariffs, I think the initial Liberation Day, now there's more talk as more things getting done, a couple have been announced, a couple have been delayed, that reduces that risk a little bit. And hopefully, they'll get done. So there's still risk out there, but I am hopeful that some of these frameworks are completed soon, at least before August 1.",104,CEO
2025Q2,July 15 2025,65,Operator,"Next, we will go to the line of Jim Mitchell with Seaport Global Securities.",14,Operator
2025Q2,July 15 2025,66,James Francis Mitchell,"Maybe just on, Jeremy, if I look at your 10-Q and 10-K rate sensitivity disclosures, it looks like you guys have done a lot to reduce your asset sensitivity to the short end of the curve. So can you talk about what you've been doing to change the positioning of the balance sheet, whether extending duration or hedges? And is there more you can do to desensitize the balance sheet before rate cuts begin to kick in as, I guess, the markets expect later this year?",86,Analyst
2025Q2,July 15 2025,67,Jamie Dimon,"Before he goes on, look, what the market expects almost never happens.",12,CEO
2025Q2,July 15 2025,68,James Francis Mitchell,Fair enough.,2,Analyst
2025Q2,July 15 2025,69,Jeremy Barnum,"All right. So it's a good question, Jim. But yes, as Jamie points out, just remember that to the extent that the market is sufficient, which maybe it's not, but you can't really hedge ahead of cuts that are already priced in, right? So that's what I'm saying out loud.

But I mean you can decrease volatility, but it's just a question of now or later. But having said that, on the question of decreasing volatility, we did, in fact, add some duration this quarter with the usual mix of instruments and strategies, but primarily in the front end of the yield curve, which was designed to essentially balance out the tails a little bit so that we were a little bit less exposed to a classic recessionary type scenario with much lower rates in exchange for accepting a little bit less good outcomes in like higher rate scenarios, at least narrowly through the lens of NII.

As we've talked about a little bit over time, though, I like the way you framed it in terms of like having the capacity. And I think the way to think about it there is that in general, it's almost impossible to get your assets -- for a bank like us, it's almost impossible to get your asset sensitivity, your actual asset sensitivity down to 0, because you wind up constrained by other things. So we're in the corridor, and we're okay with where we are right now.",245,CFO
2025Q2,July 15 2025,70,James Francis Mitchell,"Okay. And maybe just one more on the regulatory front. I think regulators looked at reducing the SLR as a way to encourage banks, or open up an avenue to expand your balance sheet into lower-risk assets. Do you see that -- is it really just a supply issue? Or how do you think about the demand/supply dynamic? And is there really opportunities for you to grow? I would imagine, I guess, with an SLR not being constrained, maybe it's better return in lower-margin areas? Just your thoughts.",88,Analyst
2025Q2,July 15 2025,71,Jeremy Barnum,"Yes. It's a good question. You may recall, I actually got a version of this question at Investor Day, so I'll more or less repeat my answer here, which is that as we know, fixing SLR has been on the list for a long time. It behaved very much not the way it was designed in the moment of big QE when it became binding and it had bad impacts on the system. It's the opposite of what we want from these backstop measures. And so we don't want regulators to need to make unusual corrections amid crises. It's just not the right way to run the railroad.

I think everyone has agreed on that for a long time. And in that context, it's been sort of disappointing that something as obvious as this has taken as long as this to get fixed. But it's a good sign that it's now out there, and we certainly support the proposal. There are some nuances that comment have been requested, but at a high level, it's a good proposal. It's the right thing to do. And it's the right thing to do from the perspective of the resilience of the system for the next time that we've got that type of expansion in the size of the system that could make it binding in the wrong way for the wrong reasons.

But yes, as you noted, and as we've said, we're not really bound by it. I think other actors in the market may be a little bit more bound by it. There are also some nuances about impact on portfolio activity, which I would expect to be very small, versus impact on low- risk intermediation in the market-making businesses, which is maybe where you would hope to see the effect. So it's a good thing. Hopefully, it will help. Obviously, it's pretty fully priced in at this point. So I don't think you're going to see a big pop one way or the other as a function of it's eventually being finalized because I think everyone is assuming it will go in roughly in its current form.",356,CFO
2025Q2,July 15 2025,72,Jamie Dimon,"And I'm like a broken record. It's not SLR, it's LCR, it's G-SIFI, it's CCAR, it's Basel IV, the gold-plating. You really got to step back and look at all of them, and how you use the discount window, et cetera. And even how you measure liquidity, which is different in one measure than it is in resolution recovery. They should look at all of that. If they really want to fix the system.",74,CEO
2025Q2,July 15 2025,73,Operator,"Next, we will go to the line of Ken Udsen (sic) [ Ken Usdin ] from Autonomous.",17,Operator
2025Q2,July 15 2025,74,Kenneth Michael Usdin,"First question is I just wanted to ask you about the recent Sapphire price changes and just what you're seeing in terms of initial response, and just how that fits in strategically with the competitive landscape on Card and your growth opportunity?",42,Analyst
2025Q2,July 15 2025,75,Jeremy Barnum,"Yes, sure. So let me dispense with the question on how it's going...",13,CFO
2025Q2,July 15 2025,76,Jamie Dimon,So far.,2,CEO
2025Q2,July 15 2025,77,Jeremy Barnum,"Going fine. We're happy. In terms of strategic aspects of this and the competitive landscape, I think the way we think about this is as a normal course refresh of one of our important products in the way that all of our products get refreshed periodically. Obviously, this is a relatively high-profile product. Many of us have the Card. We see the ads everywhere. So it sort of punches above its weight in that respect in terms of visibility.

In terms of the competitive landscape, I think the thing that we feel really great about is the dramatic increase in the customer value proposition associated with the Card. And in particular, one of the things that we look at is the ratio of the customer value to the annual fee, which is clearly market leading at this point. So...",139,CFO
2025Q2,July 15 2025,78,Jamie Dimon,"I've got a lot of comments that people -- from friends and my kids and stuff like that, that ""Man, you're going to raise the Card, but you have to keep it for the LaGuardia lounge. That's a value added.""",40,CEO
2025Q2,July 15 2025,79,Jeremy Barnum,"And then some, there's a lot of value added...",9,CFO
2025Q2,July 15 2025,80,Jamie Dimon,"Stuff, yes, exactly.",3,CEO
2025Q2,July 15 2025,81,Jeremy Barnum,"Yes. Yes. So yes, and obviously, I mean, we're not going to talk too much about competitors. But as you know, the Card space is very competitive and very dynamic. So this is -- we exist in a competitive landscape, and this is our best foot forward on this product at this moment in time.",55,CFO
2025Q2,July 15 2025,82,Kenneth Michael Usdin,"Got it. It is a quite nice lounge. On the trading side, I'm just wondering how much the strong results this quarter, the quarter changed a lot from April to June. And I'm just wondering how much do you think that was environmental? Has it calmed down at all? And also how much is just your ability to kind of use the balance sheet to boost results also, could that make it more sustainable regardless of what the environment is doing?",81,Analyst
2025Q2,July 15 2025,83,Jeremy Barnum,"It's a good question. Honestly, I think it's kind of all of the above, basically. No question that the tone shifted. Obviously, it shifted in Investment Banking. I think I personally was a little bit surprised by the resilience of the Markets revenues in the second half of the quarter because I was sort of expecting a little bit of an offset between the two.",65,CFO
2025Q2,July 15 2025,84,Jamie Dimon,I was not surprised.,4,CEO
2025Q2,July 15 2025,85,Jeremy Barnum,"Okay, there you have it. But it's not like I thought it would do badly, but it sort of did quite well in the volatility in the first half of the quarter and then it got quiet. But despite that, we still did nicely. And I think the point actually, sort of to your question is that, yes, we are seeing opportunities to deploy capital and other resources. And yes, maybe at the margin, that does contribute a little bit to durability.

We've talked over time about the Markets revenues and the dramatic increase. I mean, obviously, 2019 is a long time ago at this point, and we expect those revenues to grow with GDP anyway. But we worried a lot in certain moments about the revenues dropping back to some old run rate. And then we kind of stopped worrying about that. And now of course, they've gone up to new highs, so maybe we should be worried again.

But the thing I'd like to remind myself of to your point, is that while the revenues have gone up a lot, the resource usage has also gone up a lot. So we are deploying a lot of capital and all the resources in this business, and we're earning good returns on it. But the revenue growth is not coming for free. So it's us running the place, basically.",229,CFO
2025Q2,July 15 2025,86,Operator,"Next, we will go to the line of Matt O'Connor with Deutsche Bank.",13,Operator
2025Q2,July 15 2025,87,Matthew Derek O'Connor,Some regional banks have pointed to...,6,Analyst
2025Q2,July 15 2025,88,Jeremy Barnum,"Matt, you've got some major static on the line. I don't know if we're going to be able to hear you. Just give it a shot. Give it a shot.",30,CFO
2025Q2,July 15 2025,89,Matthew Derek O'Connor,Can you hear me better now?,6,Analyst
2025Q2,July 15 2025,90,Jeremy Barnum,"Not really, but let's try.",5,CFO
2025Q2,July 15 2025,91,Matthew Derek O'Connor,"I just wanted to ask about any pressure from Commercial and Corporate customers to try to offset the tariff impact from regional banks have pointed to deposit pricing pressure on the commercial side, and if you're seeing any signs of that or more broadly speaking?",45,Analyst
2025Q2,July 15 2025,92,Jeremy Barnum,"I think if I heard the question correctly, you were asking...",11,CFO
2025Q2,July 15 2025,93,Jamie Dimon,What's the tariff pressure with pressure on loans or debt. The answer is no.,14,CEO
2025Q2,July 15 2025,94,Jeremy Barnum,"The answer is no. Yes. I wish we could say more about it, but we think the answer is no.",20,CFO
2025Q2,July 15 2025,95,Jamie Dimon,"No, I mean. There's always pressure in some of those.",10,CEO
2025Q2,July 15 2025,96,Jeremy Barnum,"It's a competitive market, right? There is ongoing -- our deposits are very, very competitive and there are always pricing conversations as there should be. Hard to know in any given moment what's driving it, but I haven't heard anything to support a tariff-linked narrative.",45,CFO
2025Q2,July 15 2025,97,Operator,"Next, we will go to the line of Glenn Schorr with Evercore.",12,Operator
2025Q2,July 15 2025,98,Glenn Paul Schorr,"Just two quick follow-ups. On the conversation about the noticeably upbeat robust pipelines. I know we've been here before and markets can give us and take it away. But there is a time value in there, meaning corporates, and more importantly sponsors, need to get stuff done. There is a ton of dry powder. So I'm curious if that -- if there's a higher level of confidence, meaning if the market doesn't take from us, is it really happening this time? We've been kind of waiting for these pipelines to come through in fuller force for a couple of years now. Does it -- is it feel more doable as long as the market doesn't take the rug out from under us?",122,Analyst
2025Q2,July 15 2025,99,Jamie Dimon,"I think it separate sponsor-owned companies from IPOs. There are companies going public. They're in the pipeline. They want to go public, et cetera. Sponsors are still, at least from what I can tell, anecdotally still reluctant to use the public markets. There may obviously be maybe more of it, but it hasn't been a mount of stuff coming out.",60,CEO
2025Q2,July 15 2025,100,Jeremy Barnum,"Yes. I think that's right in the IPO space, at least for now. But I have heard some things to support some elements of your narrative, Glenn, to the effect of that there is pressure to kind of recycle capital and get things done. And yes, sure, after the initial shock of the tariff policy changes, everyone kind of went on hold. But as we've noted in our comments a few times today, at a certain moment, you just have to move on with life. And it does feel like some of that is happening just because you can't delay forever.",101,CFO
2025Q2,July 15 2025,101,Glenn Paul Schorr,"I hear you. The follow-up on the capital conversation. Obviously, impressive to see big returns on even higher capital basis. But there's more to come. And I think trend is your friend on D Reg. So the question is, you keep making a lot of money, your capital base keeps rising. You've talked about arresting the growth of CET1 in the past. But I guess my blunt question is, is there any valuation limitation towards that arresting of CET1?",79,Analyst
2025Q2,July 15 2025,102,Jeremy Barnum,"Okay. I want to say a couple of things, and then I want to clarify an aspect of your question, Glenn.

So first, on arresting the growth, what I actually said, not to nitpick on you, but I said arresting the growth of excess capital, which I agree is reasonable to interpret as keeping a roughly constant CET1. As it happens this quarter, you see the CET1 actually dropping

about 40 basis points, and that was in no small part a function of significant late quarter growth in RWA usage, which we were frankly like very happy to see, in fact. So that's all to the good in some sense.

Now the other part of your question, can you just repeat it? I want to make sure I understand it.",130,CFO
2025Q2,July 15 2025,103,Glenn Paul Schorr,"I'm just curious if there's a valuation limitation the thinking? Meaning as valuation goes up, are you just going to -- do you keep buying back stock...",27,Analyst
2025Q2,July 15 2025,104,Jeremy Barnum,"So meaning would we go back to a moment of reducing buybacks and starting to build again if the stock gets even more expensive? I mean, I think that's the question for the boss. But I don't know, I guess we always reserve the right to do whatever we want on buybacks basically.",53,CFO
2025Q2,July 15 2025,105,Jamie Dimon,"Reserve the right. We're not going to tell you. But obviously, the stock pricing -- I mean I don't like buying back the stock at almost 3x tangible book. No one is going to convince me that's a brilliant thing to do, but it is wise to use our balance sheet for customers, which we're doing. And we can maybe possibly do more. And it is probably wise to not increase the excess capital anymore since we have plenty, and it's going to be going up.

But look, I'm completely convinced if you take out of your mindset 12 months. We will use the capital wisely for shareholders.

And the best way is organic growth, which I wouldn't rule out that we can find more ways to grow clients, basically.",130,CEO
2025Q2,July 15 2025,106,Operator,Our next question comes from Gerard Cassidy with RBC Capital Markets.,11,Operator
2025Q2,July 15 2025,107,Gerard Sean Cassidy,"I'd like to circle back to the return on tangible common equity topic that you guys have discussed. Obviously, you had a very strong number this quarter, 20% when you adjusted for the onetime effect. And you go back to your Investor Day and you pointed out 17% is what the targeted level is.

And if you turn back the clock and go back to 2020, you had the same 17% goal for the ROTCE, but your CET1 ratio back then was guidance -- guidance was 11.5% to 12%. So my question is, has the business for you folks changed so much that now it's just inherently a more profitable business? Or are there some onetime -- not onetime items, but are there some tailwinds that are artificially -- I hate to use that word, but are they inflating the ROTCE, which is why you guys are very cautious about lifting that goal from 17%?",155,Analyst
2025Q2,July 15 2025,108,Jamie Dimon,"Jeremy, you can answer this one. I just might add really be an important point. The value to shareholders is that we cannot just earn 17% ROTCE is that we can reinvest money at 17% ROTCE. That's the value. If you're just going to earn 17% you're a bond, then you will trade at 3x tangible book, but that's it for the rest of your life. And so the goal is to find opportunities to grow and expand your franchise, which we are doing.

If you look at it, we are doing that with branches and bankers internationally. And when we look at the mid-cap business we're doing in Europe is it's been great. Innovation economy has been great. We're gaining shares in a lot of places, Chase Wealth Management and the Private Bank, the international -- payment systems, we're investing in all those things to grow our franchises, and that's the best way to use your capital. And forget the timetable of that is the best way to use it.",171,CEO
2025Q2,July 15 2025,109,Jeremy Barnum,"Yes. And Gerard, I guess, on your other question, it's an interesting question. I don't think the answer is really knowable. And I feel like it's kind of all of the above. And let me say what I mean.

Like on the one hand, I think if you look at the current market environment, it's hard to imagine a set of conditions that would be any better for us, right? Rates are at a good level for us. Deal activity is high. Capital markets are very strong. Consumer credit is excellent. Wholesale credit is excellent. Wealth Management, Asset Management. I mean essentially every part of the company is firing. We're essentially firing on all cylinders with some very minor exceptions of certain businesses that are extremely rate sensitive, like Home Lending, where they're still doing a great job in what is a very tough market.

So when you see that, you're like, well, that's not normal. Normally, you would have some pockets doing a little better, some pockets doing a little worse. And that's part of what makes you think that some aspects of this are maybe not sustainable.

On the other hand, it's also true that core elements of the strategy are working very well. And we've been investing for a long time very successfully and kind of leaning in even in moments where from the outside, there wasn't that much appetite for us to be investing in all of the things that Jamie is talking about. Some of those investments in various ways are paying off. So...",259,CFO
2025Q2,July 15 2025,110,Jamie Dimon,"You have all of our major bank competitors are back, rolling and expanding. Then you have the fintech folks, who are quite capable and quite smart, who you don't want to take big chunks of your business. Everything we do is kind of competitive around the world. So the notion is that somehow we're not going to deal with tough competitors, right, which protects JPMorgan Chase, if we don't get complacent, we don't get arrogant, we don't get bureaucratic. And we keep on realizing -- you keep on finding that you got to have to fight for it every day.

And so we're quite cautious to just declare victory, like somehow we're entitled to these returns forever. I also pointed out, if you could compound at 17%, because I had Jeremy do this number one point, if you compounded at 17% for 20 years, you probably would have a good chunk of the GDP of the United States of America -- for 40 years maybe.",165,CEO
2025Q2,July 15 2025,111,Jeremy Barnum,"Yes. I always have to go put new batteries in my HP 12c, when you ask me that question. All right. Yes...",22,CFO
2025Q2,July 15 2025,112,Gerard Sean Cassidy,"Jeremy, I'm glad you're still using HP 12c. That's good. Just as a follow-up...",14,Analyst
2025Q2,July 15 2025,113,Jamie Dimon,He just uses his big brain. He doesn't need the 12c.,11,CEO
2025Q2,July 15 2025,114,Jeremy Barnum,[indiscernible],1,CFO
2025Q2,July 15 2025,115,Gerard Sean Cassidy,"As a quick follow-up, Jeremy, you touched on...",8,Analyst
2025Q2,July 15 2025,116,Jamie Dimon,"[indiscernible] 40, but it's not true because we not do that.",11,CEO
2025Q2,July 15 2025,117,Gerard Sean Cassidy,"Just as a quick follow-up, Jeremy. In the Markets comment that you made, you said that there were fewer opportunities in Securitized Products and Fixed Income Financing. Can you expand upon that or give us any color there?",38,Analyst
2025Q2,July 15 2025,118,Jeremy Barnum,"Yes, sure. I mean it's just normal diversification inside the Markets business. Those businesses are doing great. But like at the margin, in the second half of the quarter, well, stuff was a little quieter relative emerging markets and the macro space, which was a little bit better. But nothing too dramatic.",52,CFO
2025Q2,July 15 2025,119,Operator,Our next question comes from Saul Martinez with HSBC.,9,Operator
2025Q2,July 15 2025,120,Saul Martinez,"Just one for me, I just want to follow up on Ken's question about sales and trading. And I think you kind of addressed this, Jeremy. But I just -- you had another strong quarter there on the back of a pretty exceptional Q1 on the back of really strong 2024.

I mean how are you thinking about how much of this is the result of an exceptional trading environment versus something that's more durable? And presumably less volatility, good for Investment Banking, but do you see -- would you see some sort of normalization in sales and trading as a result? Or do you think there's still opportunities to grow certain businesses and take share? Just curious how much -- how you think about what's exceptional versus what's more durable here?",132,Analyst
2025Q2,July 15 2025,121,Jeremy Barnum,"Yes. I mean one thing I'll say is that there's no like weird exceptional thing happening in this particular quarter are driving the results. So it's pretty broad-based. And it's not like particularly lumpy. And as I said, I think it is true, and I think we've shared some of this in different ways including in my slide at Investor Day, that we are deploying quite a bit of capital and other resources like G-SIB capacity and liquidity in some cases, to generate that revenue. And we're happy with the returns. But it's sort of -- it's not just like growing without any inputs essentially. So I guess, on the one hand, you might say that, that's a bit more durable for that reason. But it is important to realize that it's coming with that use of resources essentially.

So I mean, we've gotten over time, a little bit more relaxed about talking about the Markets business as something that has relatively uncorrelated and reasonably recurring revenues. It's obviously extremely client-centric. There's a lot of financing of various types that's being supplied. And it seems to, if anything, more often than not be countercyclical rather than procyclical. But it's still Markets, right? Things can happen. It's volatile, there's risk taking involved. That's part of the point that -- sorry to hedge the answer, but that's kind of how we think about it.",232,CFO
2025Q2,July 15 2025,122,Operator,Our final question comes from Chris Kotowski with Oppenheimer.,9,Operator
2025Q2,July 15 2025,123,Christoph M. Kotowski,"Kind of an old-school bank analyst question. After a long time of kind of bemoaning slow C&I loan growth, you had this extraordinary growth this quarter, $33 billion on average and more than 6% quarter-over-quarter. But then when we look at the P&L in the Commercial & Investment Bank, net interest income is down 2% and lending income is down 4%. And I know there's hedges and other complicated things, but it just kind of doesn't compute that you'd have such strong loan growth and not have revenue growth associated with that.",92,Analyst
2025Q2,July 15 2025,124,Jeremy Barnum,"Yes. I mean the hedges are definitely part of it. And a lot of the assets came on the balance sheet quite late in the quarter. So I don't know, I might be missing something. And there's probably some Markets NII piece of it, too. So I don't know Mikael can follow up with you, but that -- I think the loan thing is part of it, Markets NII is part of it, and late quarter -- balance sheet, and the hedges for sure.",84,CFO
2025Q2,July 15 2025,125,Operator,We have no further questions.,5,Operator
2025Q2,July 15 2025,126,Jeremy Barnum,Thanks very much.,3,CFO
2025Q2,July 15 2025,127,Jamie Dimon,Thank you.,2,CEO
2025Q2,July 15 2025,128,Operator,"Thank you all for participating in today's conference. You may disconnect at this time, and have a great rest of your day.",22,Operator
2025Q3,October 14 2025,1,Operator,Our first question comes from John McDonald with Truist Securities.,10,Operator
2025Q3,October 14 2025,2,John McDonald,"Thanks for the initial outlook on the 2026 NII. Jeremy, I wanted to ask about the retail deposit assumptions that were embedded in that. At Investor Day, you discussed an expectation for deposits to grow 3% year-over-year by the fourth quarter and I think accelerating to 6% next year. It looks like they were flat this quarter. So I just wanted to see if you're still expecting those kind of previously expected growth rates of 3% and 6%.",78,Analyst
2025Q3,October 14 2025,3,Jeremy Barnum,"Yes. Good question, John. Thanks for that. So yes, you're referring specifically to a page that was presented at Investor Day by Marianne for the CCB with some illustrative scenarios for what we might expect CCB deposit growth to do as a function of some different potential macroeconomic scenarios. And in the kind of then prevailing central case scenario, you can say we had 3% growth in the fourth quarter of this year and 6% projected for 2026.

So as we sit here right now and we sort of update the macro environment, a few things are true. One is the personal savings rate is a little bit lower than expected. Consumer spending remained robust, while income was a bit lower. So that's all else equal, decreasing balances per account in CCB. And as you obviously know, equity market performance has been particularly strong, which is driving flows into investments, and we are capturing that in our Wealth Management business. But again, that's a little bit of a headwind balances per account.

And relative to the scenario that we had at the time, rates are a little bit higher than what was in the forwards, and that is producing, again, slightly higher than otherwise expected yield-seeking flow. They're still below the peak but they're still a factor.

So as we look forward from here, the drivers are still in place. So if you break it down, a key driver is obviously ongoing net new accounts. And if you look at this quarter, it's been strong with over 400,000 net new checking accounts this quarter. And so what you're left with is just the question of how that average balance per customer evolves and when you hit the inflection point of that number based on the factors that we've just gone through. And so at the margin, that kind of upward inflection point has been pushed out a little bit.

But at a high level, we remain kind of quite confident about the overall long-term trajectory here and optimistic but the macro environment shift has just slightly pushed out some of the growth inflection dynamics.",354,CFO
2025Q3,October 14 2025,4,John McDonald,"Got it. That's helpful. And maybe just sticking with that 2026 initial outlook. What are some of the other key assumptions in there, particularly around commercial deposits and maybe loan growth and rates?",33,Analyst
2025Q3,October 14 2025,5,Jeremy Barnum,"Sure. Yes. So as we always do, we're using the current forward curves as of September 30. So that has whatever the relevant cuts are, I think the impact of the 75 basis points of cuts this year, and I think as of the end of September, it was 25 basis point cuts in the first half of 2026. So that, all else equal, is obviously a headwind as we remain asset sensitive and the annualization of this year and the first half of next year. And then offsetting that, you have all the growth dynamics, which include card revolve growth, which has been obviously a significant tailwind but it's going to slow down a little bit given that the normalization of revolve is close to complete now but we still see very healthy acquisition dynamics there. So that will be a growth driver, albeit a little bit lower.

And similarly, I mean, pivoting a little bit to deposits for a second. We just talked about the contribution of deposit balance growth to that, which will be a factor. In Wholesale deposits, it was a very strong growth year this year. So we would expect it to be a little bit more muted next year but the core franchise is doing great. And then wholesale loan growth will kind of be what it is but the trends there are solid. So it's the usual mix of rate headwinds offsetting balanced growth and mix. So we'll refine it more next quarter, and we'll see how it goes.",256,CFO
2025Q3,October 14 2025,6,Operator,"Next, we will go to the line of Glenn Schorr with Evercore.",12,Operator
2025Q3,October 14 2025,7,Glenn Schorr,"I wanted to drill down a little bit more on credit. And you gave us enough, I think, on the Consumer side. You noted the idiosyncratic names on the broadly syndicated side. So maybe if we could step back and say, you're a big player in obviously, everything, broadly syndicated loans, high-yield markets and increasingly on the private debt side. So my question is both of demand and credit fundamentals, what are you seeing in terms of drivers of client demand there on the lending side on the Wholesale front? And then importantly, are you seeing differentiated credit fundamentals across public and private markets because there's been a lot of discussion about that lately, and I feel like you're like in the best position to help us.",127,Analyst
2025Q3,October 14 2025,8,Jeremy Barnum,"Okay. I'll do my best to try to help. So let me just get one thing out of the way because you were sort of polite enough not to touch on it but I already kind of disclosed it on the press call. We generally, as you know, Glenn, are not in the habit of talking about individual borrower situations. But given the amount of public attention the Tricolor thing has gotten in particular, I think it's worth just saying that, that's contributing $170 million of charge-offs in the quarter, which we call out on the wholesale side. Also worth noting, there's been a lot of attention on the First Brands situation. We don't have any exposure to them. So anyway, that's just worth getting out of the way.

So you asked about demand and you asked about public-private differentiation. On the demand side, I really think -- I mean, not to overuse the phrase but from the perspective of our franchise, this kind of moment of revived animal spirits, let's say, is driving demand. We're seeing very healthy deal flow. We're seeing acquisition finance come back. Obviously, we were very involved in a particularly large deal this quarter. And I would say broadly, and maybe this goes a little bit also to the public private point, our kind of product-agnostic credit strategy across the whole continuum is playing out very nicely. And I think some of the events of the quarter prove that like when you've got something big to do, we're the right people to call and we'll give you the best solution across a very complete full product suite.

You asked whether we're seeing differentiation in fundamentals between private and public spaces. I don't know. I haven't heard that particularly. I think it probably depends a little bit on how you define the spaces and what you're differentiating. Like obviously, to make the obvious point, like subprime auto has been a challenging space for people in that industry but that's probably not quite what you meant by private credit. And I haven't heard anything to suggest that the private deals are performing differently from the public deals.

It probably is true at the margin that some of the new direct lending initiatives involve underwriting at slightly higher expected losses, and that's significant because as we've been discussing here, the wholesale charge-off rate has been very, very low for a long time. And I think simply having that normalized would produce some increases in wholesale charge-offs. And obviously, as we've been discussing a lot in consumer over the last couple of years, when you're in that normalization moment, you're constantly wondering, is this normalization or have we switched to deterioration.

I don't know if we're seeing that yet in Wholesale but it's also worth noting that the current portfolio is going to have a slightly different mix from what we have had over the last 10 or 15 years. And so the expected charge-off rate is going to be a little bit higher, all else equal but obviously, that comes with appropriate revenues and returns.",517,CFO
2025Q3,October 14 2025,9,Operator,"Next, we will go to the line of Betsy Graseck from Morgan Stanley.",13,Operator
2025Q3,October 14 2025,10,Betsy Graseck,"One follow-up on that is on the reserve build. I know that you mentioned largely due to card loan growth. But could you give us a sense as to how you're thinking about the reserve that you have against the commercial book, especially given what you just mentioned around the mix of the portfolio is different today than it was prior cycle, I'm thinking prior cycle means pre-COVID but let me know if it's a different time frame that you're thinking about.",82,Analyst
2025Q3,October 14 2025,11,Jeremy Barnum,"Well, I mean, I think we were thinking the entire post-GFC era. I think a couple of Investor Days ago, we put up a slide showing that wholesale charge-off rate over 10 years. I might be wrong but from memory, it was like 0 on a net basis, which is obviously not reasonable going forward. But on your narrow question about the reserve, I think you've actually seen that a little bit. I mean, maybe it doesn't pop in the consolidated numbers. But in some of the recent quarters, as we've sort of started doing some more of these direct lending deals, when we put those deals on the books, they come with quite significant day 1 reserve balances.

So in the normal course, that growth comes with healthy reserves. And hopefully, we get the underwriting right, and we got all that money back, obviously. So -- but yes, as you well know, our entire Wholesale reserve methodology is highly granular and very specific. And so to the extent that the mix shifts, the loan growth will come with slightly higher reserve intensity, but that will be situation by situation.",190,CFO
2025Q3,October 14 2025,12,Betsy Graseck,"Okay. Perfect. And then just the follow-up is on how you're thinking about your excess capital utilization. I know yesterday you had the press release on leaning into industries that are critical for U.S. security, et cetera. And maybe you could speak a little bit to that incremental $500 billion, is it that you're talking about, supporting growth of over the next 10 years relative to the potential for a dividend hike. I mean you could do both, obviously. But I did just want to understand the press release yesterday in that context as well as the opportunity set for a dividend hike.",103,Analyst
2025Q3,October 14 2025,13,Jeremy Barnum,"Sure, fine. And yes, you kind of answered your own question a little bit and that like it is kind of an all of the above thing. Although obviously, we're not going to give forward guidance on buybacks or dividend policy. But as you know, yes, we're generating a lot of organic capital. We have a very large access. We've kind of said that we wanted to rush the growth of the access. We've more or less done that since we set it. And that's actually enabling us -- well -- and in the meantime, we've actually grown RWA quite a bit, which has resulted in some actual decreases in the CET1 ratio.

So -- as we all know, we don't love buying back the stock at these levels but we want to keep the excess reasonable. And in the meantime, we're using our financial resources to lend into the real economy very broadly across the entire franchise. And yes, yesterday's press release is an extension of that. So both, in terms of what we were already going to do in the normal course plus an aspiration to add another $0.5 trillion of this type of lending at the margin. That's the type of RWA growth that consumes excess. And obviously, in the context of the excess, $10 billion of direct equity investments that are incremental is a nice deployment of a modest portion of the excess. And obviously, it's not going to happen instantaneously. So I think all of the above is probably the short answer to your question.",260,CFO
2025Q3,October 14 2025,14,Operator,"Next, we will go to the line of Ebrahim Poonawala with Bank of America.",14,Operator
